Page,New 2017 Asset,# ID,Source,Description,EIF,Min,Max,Interest,Dividend,Capital Gain,Rent,Income Min,Income Max
47,,2,Family Trust 3,Primecap Odyssey Stock Fund,Yes,"$15,001","$50,000",,,,,,
47,,3,Family Trust 3,Blackrock High Yield Point,Yes,"$15,001","$50,000",,,,,,
47,,4,Family Trust 3,JP SH Int Muni Bond Fund,Yes,"$15,001","$50,000",,,,,,
47,,5,Family Trust 3,iShares MSCI EAFE Index Fund,Yes,"$15,001","$50,000",,,,,,
47,,6,Family Trust 3,JPM US Large Cap Core Plus Fund,Yes,"$15,001","$50,000",,,,,,
47,NEW,7,Family Trust 3,MFS Emerging Markets Debt Fund,Yes,"$1,001","$15,000",,,,,,
47,NEW,8,Family Trust 3,AQR Managed Futures STR-R6,Yes,"$1,001","$15,000",,,,,,
47,,9,Family Trust 3,NEW,Yes,"$15,001","$50,000",,,,,,
47,,10,Family Trust 3,SPDR S&P 500 ETF Trust,Yes,"$50,001","$100,000",,,,,,
47,,11,Family Trust 3,Dodge & Cox Income Fund,Yes,"$1,001","$15,000",,,,,,
47,NEW,12,Family Trust 3,AMG Managers Pictet International Fund Class I,Yes,"$1,001","$15,000",,,,,,
48,NEW,13,Family Trust 3,iShares Inc MSCI Japan New,Yes,"$1,001","$15,000",,,,,,
48,,14,Family Trust 3,Neuberger Ber MU/C Opp,Yes,"$15,001","$50,000",,,,,,
48,,15,Family Trust 3,Artisan International Value Fund,Yes,"$15,001","$50,000",,,,,,
48,NEW,16,Family Trust 3,PIMCO Unconstrained Bond-INS,Yes,"$1,001","$15,000",,,,,,
48,NEW,17,Family Trust 3,John Han II-ABS ret Curr-I,Yes,"$1,001","$15,000",,,,,,
48,NEW,18,Family Trust 3,AQR Long-Short Equity-R6,Yes,"$1,001","$15,000",,,,,,
48,,19,Family Trust 3,JPM Mid Cap Value Fund,Yes,"$15,001","$50,000",,,,,,
48,,20,Family Trust 3,JPM Global Resources ENH Index Fund,Yes,"$50,001","$100,000",,,,,,
48,,21,Family Trust 3,Chilton Strategic European Equities Fund,Yes,"$1,001","$15,000",,,,,,
48,,22,Family Trust 3,US Cash Bank Cash Account,N/A,"$15,001","$50,000",,,,,,
48,,23,Family Trust 3,Prudential Total Return Bond,Yes,$0,$201,,,,,,
48,,24,Family Trust 3,Vanguard Intm TRM Inv,Yes,$0,$201,,,,,,
48,,25,Family Trust 3,FMI Large Cap Fund,Yes,$0,$201,,,,,,
